"","C24","CCA1-OX","COL","LER","PIF4OX","PIF5OXL1","PIF5OXL2","WS","elf3","elf4","hy2-103","hy5-1","pif4","pif4pif5","pif5s1","toc1-2"
"670",0.00149432859021067,0.00165063475941813,0.000346186705278175,0.00108231808590070,0.00171035464114822,0.00234087617781368,0.00303065551261398,0.000615380971111177,0.000174425421673192,0.000694773905759806,0.00291121093418769,0.00246405983256206,0.000353198841640384,8.53534247569006e-05,0.000272318825608608,0.000423696339583458
"680",0.00145252200993523,0.00170235841311582,0.000355431628413022,0.00110692208867439,0.00164221636458131,0.00234411650625851,0.00310491595758573,0.000591404338771296,0.000219581831850719,0.00068696333628635,0.00295709834038233,0.00253702834084481,0.00033462873666391,8.68482298470502e-05,0.000268284503816196,0.00043085227000094
"690",0.00140315779591109,0.00175700551396343,0.000345778276457905,0.00111993186117882,0.00156639745794500,0.002348470322578,0.00317515345160324,0.000571207048288339,0.00026355174721599,0.000684318785642027,0.00300072760796135,0.00260873858287992,0.000312576660713822,8.92157172681256e-05,0.000268275187113826,0.000441003851771689
"700",0.00135315064664395,0.00181881458035385,0.000333679264855280,0.00112167814356229,0.00148562821320113,0.00235673187097527,0.00323632800111515,0.000555171900920086,0.000305437531748402,0.000687222419707855,0.00304082384940716,0.00267730517136915,0.000289838745407521,9.22993824123564e-05,0.000271748813702668,0.00045681608197256
"710",0.00130643604687863,0.00186839814315488,0.000319196361201057,0.00111298361929048,0.00140511777871198,0.00237021775120641,0.00328923505264326,0.000543752361292768,0.000345403347164014,0.000695339719358919,0.00307660591543395,0.00274111348825037,0.000268106793427035,9.58387237267104e-05,0.000277780794677605,0.000479977408287887
"720",0.00126253231821244,0.00192210997888536,0.000303145220576634,0.00109648707362926,0.00133090955149406,0.00238753255717283,0.00333926003810995,0.000537781747369597,0.000385187640949883,0.000707659918650762,0.00310754687941996,0.00279738627453096,0.000248700950214415,9.9585117912923e-05,0.000285272958024292,0.000510728387000257
"730",0.00122065495510524,0.00192230670994484,0.000286365289326151,0.00107524610259005,0.00160828894614546,0.00240519628237529,0.00339166624465487,0.000537856406391535,0.000426631361264426,0.0007231332145262,0.00313297678732832,0.00284284879780032,0.000661279341913146,0.000103354612415288,0.000293138519272374,0.000549160086424568
"740",0.00118214305524465,0.00198527446520405,0.000269378140570577,0.00105238207806674,0.00155501859161147,0.00242063630431338,0.00344600435631213,0.000543387489533452,0.000470607604780535,0.000741090403705561,0.00315115309532773,0.00287588185856903,0.000582419660360551,0.000106985019343422,0.000300356428208592,0.000594107169606764
"750",0.00115109435202254,0.00205371570975425,0.000252641889184021,0.00103085476863870,0.00150796984763848,0.0024325339312468,0.00349521648430964,0.000553115095662369,0.00051673219485872,0.000761619697688305,0.00315985252166634,0.00289618717421096,0.000510604851599761,0.000110293608445498,0.000305927580266292,0.000642772184709638
"760",0.00113169265890185,0.00212737639906562,0.000236654087566321,0.00116292581772477,0.00146535768264510,0.00244020062590888,0.00353196965404535,0.000565607320265827,0.000564560315680035,0.00078485145308201,0.00364768883671471,0.00290386707480213,0.000448223426648036,0.000112986451661835,0.000308958041277026,0.000692306440060568
"770",0.00112522678722345,0.00220362421168567,0.00022189241268599,0.00113125780383020,0.00142568519644967,0.00244251046321704,0.00355311985067562,0.000579429942431028,0.000614336010927357,0.000810565802904577,0.00371305213698851,0.00290003325265716,0.000395873730389814,0.000114732197780074,0.000309495540788803,0.000741564861418963
"780",0.00112968689341647,0.00227911452115246,0.000208941525511328,0.00110157416333088,0.00138755245827638,0.00243846073521333,0.00356041069067949,0.000593251434283054,0.00066708823209482,0.00083826567643514,0.00376562585642634,0.00288758826810375,0.000353551634856818,0.000115277342868632,0.000308059989997407,0.000791343528910621
"790",0.00114277724027817,0.00235100357788317,0.000198417613217513,0.00107156720202328,0.00134963516553788,0.0024287242578409,0.00355594727162581,0.000606212467759907,0.000723926804178738,0.000867501066230523,0.00380226569736879,0.00287001850274960,0.000321023342322591,0.000114789594279761,0.000305177151440596,0.000842447313020846
"800",0.00115975379921395,0.00241899618203185,0.000190633820434304,0.00103950821858304,0.00131101767657349,0.00241627997147496,0.00353919954302125,0.000618153888584995,0.000786839569613902,0.000898032600545911,0.00382264804837981,0.00285083967733344,0.000296815277707620,0.000113578416244652,0.00030129946333614,0.00089345449891914
"810",0.00117342425023740,0.00248387806654126,0.000185512651930694,0.00100598160319365,0.00127092188283178,0.00240514778996515,0.00350425963873071,0.000628879355312342,0.000858692388273574,0.000929473000134785,0.00382739858806099,0.00283362835412939,0.000279036624099399,0.000111903815089457,0.000296817342200714,0.000940716786459208
"820",0.00122888632096669,0.00254631701548032,0.000182925418316927,0.00097219847233352,0.00122914410638102,0.00239888546028533,0.00344447942738081,0.000638322869636048,0.000942248322293182,0.000961364412711902,0.00381728304865058,0.00282149750229054,0.000265909637540958,0.000109757712461539,0.000292155437674012,0.000980570177206375
